s,sLabel,freebaseID
http://www.wikidata.org/entity/Q7573435,Spanish people of Filipino ancestry,/m/03cmqbt
http://www.wikidata.org/entity/Q7633360,Sudanese Australians,/m/0b8yvr
http://www.wikidata.org/entity/Q7586050,Sri Lankan Tamil diaspora,/m/0ft9bs
http://www.wikidata.org/entity/Q7681242,Tamil Americans,/m/0b__fv3
http://www.wikidata.org/entity/Q15307583,Ghanaian,/m/09tqq8q
http://www.wikidata.org/entity/Q18356677,Marwari people,/m/04k02l
http://www.wikidata.org/entity/Q8060,Romani people,/m/06j2v
http://www.wikidata.org/entity/Q48199,Sámi people,/m/06rd7
http://www.wikidata.org/entity/Q49540,Latvians,/m/01ylpf
http://www.wikidata.org/entity/Q58669,Hispanic and Latino Americans,/m/025rpb0
http://www.wikidata.org/entity/Q79797,Armenians,/m/022fdt
http://www.wikidata.org/entity/Q102090,Apache,/m/01_5cg
http://www.wikidata.org/entity/Q116971,Mohawk,/m/01sq7s
http://www.wikidata.org/entity/Q106974,Ossetians,/m/01srl7
http://www.wikidata.org/entity/Q118281,Kannada people,/m/01xttr
http://www.wikidata.org/entity/Q146744,Copts,/m/01crfj
http://www.wikidata.org/entity/Q160894,Spaniards,/m/03ttfc
http://www.wikidata.org/entity/Q188779,Norwegians,/m/09zyn5
http://www.wikidata.org/entity/Q368125,Anglo-Indian people,/m/034s7b
http://www.wikidata.org/entity/Q388264,Blackfoot Confederacy,/m/016f5d
http://www.wikidata.org/entity/Q819186,Mandinka people,/m/02m0kh
http://www.wikidata.org/entity/Q932244,Sinhalese,/m/078ds
http://www.wikidata.org/entity/Q1058496,Dutch Americans,/m/07mqps
http://www.wikidata.org/entity/Q1123923,Nez Perce,/m/059v8
http://www.wikidata.org/entity/Q1144461,Japanese Brazilians,/m/035b50
http://www.wikidata.org/entity/Q1142927,Hongkongers,/m/03bx0k4
http://www.wikidata.org/entity/Q1195125,Cubans,/m/02p444n
http://www.wikidata.org/entity/Q1267987,Malayali,/m/04mvp8
http://www.wikidata.org/entity/Q1365830,Romani people in Spain,/m/0br_9j
http://www.wikidata.org/entity/Q1377716,Belgians,/m/0ch3pqf
http://www.wikidata.org/entity/Q1675074,Italian immigration to Mexico,/m/0dn1_0
http://www.wikidata.org/entity/Q1752440,Israeli Jews,/m/064rb5l
http://www.wikidata.org/entity/Q1886046,Lumbee,/m/046j25
http://www.wikidata.org/entity/Q2035264,Hondurans,/m/03d26m9
http://www.wikidata.org/entity/Q2526737,Kapampangan people,/m/07gzw5
http://www.wikidata.org/entity/Q2527423,Ilocano,/m/086wp0
http://www.wikidata.org/entity/Q2580491,مسح,/m/03cdk7b
http://www.wikidata.org/entity/Q2712961,Afro-Asians,/m/04fh1b
http://www.wikidata.org/entity/Q2672654,History of the Jews in Morocco,/m/0640_7q
http://www.wikidata.org/entity/Q16152214,Moroccan Jews,/m/0640_7q
http://www.wikidata.org/entity/Q2997267,Colombians,/m/026kx7g
http://www.wikidata.org/entity/Q3026395,Serbian Australians,/m/0268xtg
http://www.wikidata.org/entity/Q5030922,Canadians in the United Kingdom,/m/03d19xz
http://www.wikidata.org/entity/Q5025138,Cambodian Americans,/m/04wy6k
http://www.wikidata.org/entity/Q5102351,Chitrapur Saraswat Brahmin,/m/0761bp
http://www.wikidata.org/entity/Q5555460,Ghanaian Americans,/m/03wbmrc
http://www.wikidata.org/entity/Q6511009,Lebanese people in the United Kingdom,/m/047q05d
http://www.wikidata.org/entity/Q6935055,multiracial American,/m/04y8_bm
http://www.wikidata.org/entity/Q7171212,Peruvians in the United Kingdom,/m/02rm7_9
http://www.wikidata.org/entity/Q7209875,Polish Australians,/m/0dqrh8
http://www.wikidata.org/entity/Q40809606,Black Irish,/m/06fczy
